id,year,gender,jobtenure,pos,procjust,valuefit,sickdays,jobsat,distjust,jobstrain,perf,training,pos_l1,perf_l1,procjust_l1,valuefit_l1,sickdays_l1,jobsat_l1,distjust_l1,jobstrain_l1,training_l1
102,2014,1,4,2,2,3,0,2.5500002,3.3299999,3.3299999,3.3,1,,,,,,,,,
102,2015,1,5,2,1,3,0,1.3000002,2.3299999,5,1.2,0,2,3,2,3,0,2.5500002,3.3299999,3.3299999,1
102,2016,1,6,2.5,2.5,2.3299999,0,2.6999998,2,5,1.9,1,2,1,1,3,0,1.3000002,2.3299999,5,0
103,2014,1,9,3.25,2.25,5,5,3.0899999,4.6700001,5,2.9000001,1,,,,,,,,,
103,2015,1,10,4,2.25,3.6700001,0,1.9000001,5,3.6700001,1.5,0,3.25,2,2.25,5,5,3.0899999,4.6700001,5,1
103,2016,1,11,5,3.5,3.6700001,0,3.4000001,5,3.3299999,2.9000001,1,4,1,2.25,3.6700001,0,1.9000001,5,3.6700001,0
104,2014,1,2,2.75,2.75,4,0,2.5500002,4.3299999,3.6700001,3.3,1,,,,,,,,,
104,2015,1,3,3.25,3.75,4.3299999,0,1.5,3.3299999,3.9400001,2.7,1,2.75,3,2.75,4,0,2.5500002,4.3299999,3.6700001,1
104,2016,1,4,2.75,4.25,3.6700001,5,3.3,2.6700001,4,1.4,0,3.25,2,3.75,4.3299999,0,1.5,3.3299999,3.9400001,1
105,2014,2,11,3.25,3.5,4,0,1.3600001,3,3.6700001,4.4000001,1,,,,,,,,,
105,2015,2,12,2.75,3.75,4,0,.099999905,3.6700001,3.9400001,2.5,1,3.25,4,3.5,4,0,1.3600001,3,3.6700001,1
105,2016,2,13,2,4.25,5,0,1,4.3299999,4.3299999,3.5999999,1,2.75,2,3.75,4,0,.099999905,3.6700001,3.9400001,1
106,2014,2,3,2,1.25,3.6700001,32,4.6400003,5.6700001,4,4.4000001,0,,,,,,,,,
106,2015,2,4,2.25,2.75,3,0,3.5999999,6,3.6700001,4.5999999,1,2,4,1.25,3.6700001,32,4.6400003,5.6700001,4,0
106,2016,2,5,3,1.75,3.3299999,0,4.9000001,5,4,4.5,1,2.25,4,2.75,3,0,3.5999999,6,3.6700001,1
107,2014,1,4,3,3,3.6700001,0,2.73,3.3299999,3,5,1,,,,,,,,,
107,2015,1,5,2.75,2.25,3,2,1.5,2.3299999,4.5999999,4.4000001,1,3,4,3,3.6700001,0,2.73,3.3299999,3,1
107,2016,1,6,3,1.5,2.6700001,0,3.5,3.6700001,4.3299999,2.0999999,1,2.75,4,2.25,3,2,1.5,2.3299999,4.5999999,1
108,2014,2,4,1.5,2,3,4,3.1800001,5,3.3299999,2.3,1,,,,,,,,,
108,2015,2,5,1.25,2.5,3,0,2.0999999,4,4.3299999,2.3,1,1.5,2,2,3,4,3.1800001,5,3.3299999,1
108,2016,2,6,2,2,2.3299999,0,2.9000001,3.3299999,4.6700001,3.3,0,1.25,2,2.5,3,0,2.0999999,4,4.3299999,1
111,2014,1,3,3.25,1,2.6700001,0,1.6399999,3.6700001,2,4.8000002,1,,,,,,,,,
111,2015,1,4,3.75,2.75,2.6700001,8,.4000001,3,4.3299999,3.5,0,3.25,4,1,2.6700001,0,1.6399999,3.6700001,2,1
111,2016,1,5,4,2.25,2.6700001,17,2.3000002,3,4.3299999,3.0999999,0,3.75,3,2.75,2.6700001,8,.4000001,3,4.3299999,0
112,2014,1,29,3.5,3,3.6700001,0,1.9099998,3.6700001,2,2.9000001,1,,,,,,,,,
112,2015,1,30,4,2.5,4.6700001,1,.69999981,3.6700001,3.6700001,2.5,0,3.5,2,3,3.6700001,0,1.9099998,3.6700001,2,1
112,2016,1,31,3.5,3.5,4.3299999,0,2.5,2.6700001,4,3.4000001,0,4,2,2.5,4.6700001,1,.69999981,3.6700001,3.6700001,0
113,2014,1,4,3.75,3.75,4,0,1.3600001,4,1.33,1.2,0,,,,,,,,,
113,2015,1,5,3.25,4.5,3.3299999,0,.19999981,3.6700001,3.3299999,2.9000001,1,3.75,1,3.75,4,0,1.3600001,4,1.33,0
113,2016,1,6,3.75,3.75,4,2,1.9000001,3.6700001,3.6700001,2.2,1,3.25,2,4.5,3.3299999,0,.19999981,3.6700001,3.3299999,1
115,2014,1,26,2.5,3,3.3299999,0,2.5500002,3,2.6700001,4.0999999,0,,,,,,,,,
115,2015,1,27,2.25,3.75,4.3299999,0,1.3000002,3.3299999,4.6700001,2.9000001,1,2.5,4,3,3.3299999,0,2.5500002,3,2.6700001,0
115,2016,1,28,1.75,5,3.6700001,0,2,2.3299999,4.3299999,3.2,0,2.25,2,3.75,4.3299999,0,1.3000002,3.3299999,4.6700001,1
116,2014,1,24,4,3.25,4,0,1.27,3.3299999,1,4.4000001,1,,,,,,,,,
116,2015,1,25,3.25,3.25,4,0,0,4.3299999,2.6700001,3.8,0,4,4,3.25,4,0,1.27,3.3299999,1,1
116,2016,1,26,3.75,3.5,4,1,1.1999998,3.6700001,3.3299999,4.9000001,1,3.25,3,3.25,4,0,0,4.3299999,2.6700001,0
117,2014,1,2,1.25,1,2,0,4.1800003,5.3299999,5,2.4000001,1,,,,,,,,,
117,2015,1,3,1.5,1.5,1.67,0,2.9000001,5.3299999,5,1.6,0,1.25,2,1,2,0,4.1800003,5.3299999,5,1
117,2016,1,4,1.25,1.25,2.3299999,0,3.5,6,3.3299999,2.2,1,1.5,1,1.5,1.67,0,2.9000001,5.3299999,5,0
119,2014,1,5,2.25,2.75,4,10,4.3599997,4.6700001,4,5.8000002,1,,,,,,,,,
119,2015,1,6,1.5,2,5,1,3.3,5.6700001,3.6700001,4.5999999,1,2.25,5,2.75,4,10,4.3599997,4.6700001,4,1
119,2016,1,7,2.5,2.75,4.6700001,1,4.4000001,5.3299999,3.6700001,3.5999999,0,1.5,4,2,5,1,3.3,5.6700001,3.6700001,1
120,2014,2,3,5,4.5,4,4,.82000017,3,3.3299999,1.9,0,,,,,,,,,
120,2015,2,4,3.25,3.75,3.6700001,3,2.1999998,3,4.5999999,1.4,1,5,1,4.5,4,4,.82000017,3,3.3299999,0
120,2016,2,5,3,3.75,4.6700001,2,.19999981,2.6700001,4,2.7,0,3.25,1,3.75,3.6700001,3,2.1999998,3,4.5999999,1
121,2014,1,1,3.25,3.25,3.3299999,0,1.9099998,4.6700001,4,3,1,,,,,,,,,
121,2015,1,2,3.5,4,3.6700001,0,.69999981,5,3.6700001,2.4000001,1,3.25,3,3.25,3.3299999,0,1.9099998,4.6700001,4,1
121,2016,1,3,3.5,3,3.3299999,0,1.5,5,4,3,0,3.5,2,4,3.6700001,0,.69999981,5,3.6700001,1
122,2014,1,2,2.5,4,4,0,2.73,4,3,2.3,0,,,,,,,,,
122,2015,1,3,2,4.25,5,5,1.5999999,5,4.6700001,1.3,0,2.5,2,4,4,0,2.73,4,3,0
122,2016,1,4,2.5,5,5,2,2.0999999,4,4.6700001,3,1,2,1,4.25,5,5,1.5999999,5,4.6700001,0
123,2014,1,1,3.5,3,3.3299999,0,1.5500002,3.6700001,3.6700001,3.0999999,0,,,,,,,,,
123,2015,1,2,4.5,3.25,3,0,.4000001,3.3299999,5,3.0999999,0,3.5,3,3,3.3299999,0,1.5500002,3.6700001,3.6700001,0
123,2016,1,3,4.25,4,2.3299999,2,1.6999998,3.6700001,4.6700001,5,1,4.5,3,3.25,3,0,.4000001,3.3299999,5,0
124,2014,1,2,2,2.5,3,0,3.9100001,4.6700001,3.3299999,3.9000001,0,,,,,,,,,
124,2015,1,3,3,2.75,3.6700001,1,2.9000001,4.3299999,5,2.8,1,2,3,2.5,3,0,3.9100001,4.6700001,3.3299999,0
124,2016,1,4,3.25,2.75,4,0,4.3000002,3.3299999,4.6700001,3.3,1,3,2,2.75,3.6700001,1,2.9000001,4.3299999,5,1
125,2014,2,3,3.75,3.75,4,10,2.3600001,3,4,4.4000001,1,,,,,,,,,
125,2015,2,4,4.25,2.75,3.3299999,0,1.3000002,3.3299999,4.3299999,2.7,0,3.75,4,3.75,4,10,2.3600001,3,4,1
125,2016,2,5,3.75,3.25,4,0,2.0999999,3,5,4.3000002,1,4.25,2,2.75,3.3299999,0,1.3000002,3.3299999,4.3299999,0
126,2014,1,22,4,4,4,0,1.0900002,3,2,3.2,1,,,,,,,,,
126,2015,1,23,3.75,3.75,3.6700001,0,1.0999999,3.6700001,3.3299999,2.2,1,4,3,4,4,0,1.0900002,3,2,1
126,2016,1,24,4.5,3.25,3,0,1.1999998,3,3,3.5999999,0,3.75,2,3.75,3.6700001,0,1.0999999,3.6700001,3.3299999,1
127,2014,2,21,2,2,3.6700001,0,3,4,2.6700001,4,0,,,,,,,,,
127,2015,2,22,1.5,1.5,3.6700001,8,1.8000002,2.6700001,2.6700001,4.5,1,2,3,2,3.6700001,0,3,4,2.6700001,0
127,2016,2,23,2.25,2.25,4,35,3.7,2.3299999,3.3299999,4.8000002,1,1.5,4,1.5,3.6700001,8,1.8000002,2.6700001,2.6700001,1
128,2014,2,5,1.25,1.75,4,2,3.3599999,5.6700001,2.6700001,4.1999998,1,,,,,,,,,
128,2015,2,6,2.25,1.75,4,12,2.1999998,4.3299999,3.3299999,3.5999999,1,1.25,4,1.75,4,2,3.3599999,5.6700001,2.6700001,1
128,2016,2,7,2.5,3,3,0,3.3,4.3299999,3,2,0,2.25,3,1.75,4,12,2.1999998,4.3299999,3.3299999,1
131,2014,1,3,2.25,3.25,4.3299999,10,2,5,4,4.9000001,1,,,,,,,,,
131,2015,1,4,2.25,3.75,4,12,.80000019,4.3299999,3.3299999,2.5999999,1,2.25,4,3.25,4.3299999,10,2,5,4,1
131,2016,1,5,2.75,3.75,4.6700001,5,1.3000002,4.3299999,3.6700001,4.9000001,0,2.25,2,3.75,4,12,.80000019,4.3299999,3.3299999,1
132,2014,1,17,2.75,3,2.6700001,0,2.73,4.3299999,2,3.4000001,0,,,,,,,,,
132,2015,1,18,2.25,3.5,2.3299999,0,1.6999998,4,3.3299999,3,0,2.75,3,3,2.6700001,0,2.73,4.3299999,2,0
132,2016,1,19,2.5,4,3.3299999,2,3,3.6700001,3,3.5999999,0,2.25,3,3.5,2.3299999,0,1.6999998,4,3.3299999,0
133,2014,1,22,2.25,2.25,3,6,2.8200002,5,2.3299999,3.5,0,,,,,,,,,
133,2015,1,23,2.75,1.75,3,1,1.5,4,5,3.5,0,2.25,3,2.25,3,6,2.8200002,5,2.3299999,0
133,2016,1,24,2.25,1.25,3.6700001,0,2.1999998,4,3.3299999,3.3,0,2.75,3,1.75,3,1,1.5,4,5,0
134,2014,1,16,3,3.75,2.3299999,2,1.5500002,3,3.3299999,3.7,0,,,,,,,,,
134,2015,1,17,3.25,3,3.3299999,0,1.4000001,2.6700001,3.6700001,2,1,3,3,3.75,2.3299999,2,1.5500002,3,3.3299999,0
134,2016,1,18,3.5,3.25,4,1,2.1999998,3.6700001,3.3299999,3.8,0,3.25,2,3,3.3299999,0,1.4000001,2.6700001,3.6700001,1
136,2014,2,1,2,3.25,3.6700001,4,2.27,5.6700001,2.3299999,2.5,1,,,,,,,,,
136,2015,2,2,1.25,3.5,3,2,1.3000002,4.6700001,3.6700001,2,0,2,2,3.25,3.6700001,4,2.27,5.6700001,2.3299999,1
136,2016,2,3,2.75,3,3,0,1.9000001,5.3299999,3,2.9000001,1,1.25,2,3.5,3,2,1.3000002,4.6700001,3.6700001,0
139,2014,1,5,2.5,2.5,4,0,2.5500002,4.6700001,3,3.9000001,0,,,,,,,,,
139,2015,1,6,1.5,3.25,4.3299999,1,1.4000001,4.6700001,3.3299999,4,0,2.5,3,2.5,4,0,2.5500002,4.6700001,3,0
139,2016,1,7,1,2.75,4.6700001,2,3.0999999,5.3299999,3.6700001,2.5,1,1.5,3,3.25,4.3299999,1,1.4000001,4.6700001,3.3299999,0
140,2014,1,2,3.75,4,4,0,2.0900002,3.6700001,3,3.7,1,,,,,,,,,
140,2015,1,3,4.5,3,3.6700001,1,1,4,4,3.7,0,3.75,3,4,4,0,2.0900002,3.6700001,3,1
140,2016,1,4,4.25,4,4.3299999,0,1.4000001,3.6700001,3.6700001,4.6999998,1,4.5,3,3,3.6700001,1,1,4,4,0
143,2014,2,6,2.25,3,3.6700001,0,2.9099998,4.6700001,3.3299999,4.0999999,1,,,,,,,,,
143,2015,2,7,1.5,2.25,4,2,1.8000002,5.6700001,4.5999999,2.5,0,2.25,4,3,3.6700001,0,2.9099998,4.6700001,3.3299999,1
143,2016,2,8,2,2.75,4.3299999,0,2.5999999,5.6700001,3.3299999,4.5,1,1.5,2,2.25,4,2,1.8000002,5.6700001,4.5999999,0
146,2014,1,2,2.25,3.25,3,0,2.8200002,4.3299999,3.3299999,2.7,0,,,,,,,,,
146,2015,1,3,2.5,2.5,2.6700001,0,1.8000002,4.3299999,4.3299999,2.9000001,1,2.25,2,3.25,3,0,2.8200002,4.3299999,3.3299999,0
146,2016,1,4,2.5,3.25,2.3299999,0,3,5.3299999,5,3.9000001,0,2.5,2,2.5,2.6700001,0,1.8000002,4.3299999,4.3299999,1
147,2014,2,6,3,3.5,4,0,2.0900002,4.6700001,3.3299999,3.9000001,0,,,,,,,,,
147,2015,2,7,2.5,3,4.3299999,0,.80000019,3.6700001,3.3299999,1.6,1,3,3,3.5,4,0,2.0900002,4.6700001,3.3299999,0
147,2016,2,8,2.25,2.25,4.6700001,0,2.9000001,4,3.6700001,3.5,0,2.5,1,3,4.3299999,0,.80000019,3.6700001,3.3299999,1
148,2014,1,14,2.25,2.5,4,4,2.8200002,5,2,3.2,0,,,,,,,,,
148,2015,1,15,3,2.75,5,0,1.6999998,4.6700001,5,3,0,2.25,3,2.5,4,4,2.8200002,5,2,0
148,2016,1,16,2.5,3.5,4.6700001,0,2.6999998,5.3299999,4.6700001,3.3,0,3,2,2.75,5,0,1.6999998,4.6700001,5,0
149,2014,1,3,2.25,2.75,3.3299999,0,3.0899999,5.6700001,3,2.8,1,,,,,,,,,
149,2015,1,4,3,3,2.6700001,7,1.9000001,5,3.6700001,2.9000001,1,2.25,2,2.75,3.3299999,0,3.0899999,5.6700001,3,1
149,2016,1,5,3.75,4,3.6700001,0,2.4000001,4.6700001,3,2.4000001,1,3,2,3,2.6700001,7,1.9000001,5,3.6700001,1
150,2014,1,10,3.5,4,4,1,1,3,2,4.0999999,0,,,,,,,,,
150,2015,1,11,2.75,4.5,3.3299999,2,2.1999998,2.3299999,3.6700001,3.5999999,0,3.5,4,4,4,1,1,3,2,0
150,2016,1,12,2.5,3.25,2.6700001,13,.4000001,2.6700001,4,2.0999999,1,2.75,3,4.5,3.3299999,2,2.1999998,2.3299999,3.6700001,0
151,2014,1,15,3,2.5,3.3299999,0,4,5.3299999,4,5.6999998,1,,,,,,,,,
151,2015,1,16,2.5,2.75,3.6700001,0,3,5.3299999,3.9400001,3.4000001,1,3,5,2.5,3.3299999,0,4,5.3299999,4,1
151,2016,1,17,2,3.75,4,0,4.9000001,4.3299999,3.3299999,4,0,2.5,3,2.75,3.6700001,0,3,5.3299999,3.9400001,1
152,2014,2,4,2.75,3,3.6700001,0,3.27,4.3299999,3,2.5999999,0,,,,,,,,,
152,2015,2,5,2,2.25,4.3299999,0,2.1999998,4,5,3.5,0,2.75,2,3,3.6700001,0,3.27,4.3299999,3,0
152,2016,2,6,1.5,3.5,4.3299999,0,3.8,4,3.6700001,4.9000001,1,2,3,2.25,4.3299999,0,2.1999998,4,5,0
154,2014,1,9,2.75,3.75,4.6700001,0,1.73,4,3,3.9000001,0,,,,,,,,,
154,2015,1,10,2,4.5,3.6700001,2,1.6999998,3.6700001,5,2.5999999,1,2.75,3,3.75,4.6700001,0,1.73,4,3,0
154,2016,1,11,1.75,4,4.6700001,2,1.0999999,4.3299999,4.6700001,2,1,2,2,4.5,3.6700001,2,1.6999998,3.6700001,5,1
155,2014,2,16,3,4.25,3.3299999,1,3.0899999,3.6700001,4,4.5999999,0,,,,,,,,,
155,2015,2,17,3.75,4.75,3.6700001,1,2,4.6700001,5,3.5,1,3,4,4.25,3.3299999,1,3.0899999,3.6700001,4,0
155,2016,2,18,4,3.5,4,1,3.4000001,5.3299999,3.6700001,5.9000001,1,3.75,3,4.75,3.6700001,1,2,4.6700001,5,1
156,2014,1,16,2.25,3.25,3,0,3,5,3.3299999,3.8,0,,,,,,,,,
156,2015,1,17,2.5,3.75,3,0,1.9000001,5,5,3.3,0,2.25,3,3.25,3,0,3,5,3.3299999,0
156,2016,1,18,2.75,3.75,2,0,2.3000002,4,4.3299999,3.5,1,2.5,3,3.75,3,0,1.9000001,5,5,0
158,2014,2,3,4,4,4,2,1.0900002,3,1,2.4000001,1,,,,,,,,,
158,2015,2,4,4.5,3.5,4.3299999,0,2.4000001,2.6700001,2,3,1,4,2,4,4,2,1.0900002,3,1,1
158,2016,2,5,5,3,5,0,1.6999998,2.3299999,1.67,2.3,1,4.5,2,3.5,4.3299999,0,2.4000001,2.6700001,2,1
159,2014,1,4,3.75,3.25,3.6700001,60,2.9099998,4.6700001,3,4.1999998,1,,,,,,,,,
159,2015,1,5,3.75,2.25,3,4,1.9000001,5,4.3299999,3.2,0,3.75,4,3.25,3.6700001,60,2.9099998,4.6700001,3,1
159,2016,1,6,3.25,1.75,2.6700001,0,2.3000002,5.3299999,4.3299999,3,0,3.75,3,2.25,3,4,1.9000001,5,4.3299999,0
160,2014,1,3,3.25,3.5,4.3299999,0,2.27,4,3.3299999,4.6999998,1,,,,,,,,,
160,2015,1,4,2.75,4,4,1,1,4.6700001,5,3,1,3.25,4,3.5,4.3299999,0,2.27,4,3.3299999,1
160,2016,1,5,2.25,4.75,4,0,2.6999998,4,5,4.4000001,1,2.75,3,4,4,1,1,4.6700001,5,1
161,2014,1,24,4,4,4,12,1.3600001,4,2.3299999,3.3,1,,,,,,,,,
161,2015,1,25,4.25,5,3.3299999,0,.099999905,3,4.3299999,3.5999999,1,4,3,4,4,12,1.3600001,4,2.3299999,1
161,2016,1,26,4,4,3.3299999,0,2.0999999,3.3299999,3.6700001,4.1999998,1,4.25,3,5,3.3299999,0,.099999905,3,4.3299999,1
162,2014,1,3,3.25,2.75,4,3,2.1799998,3.6700001,2,4.1999998,1,,,,,,,,,
162,2015,1,4,3.5,2.5,5,2,1.0999999,3,5,3.4000001,0,3.25,4,2.75,4,3,2.1799998,3.6700001,2,1
162,2016,1,5,3.25,2.75,4.3299999,3,2.0999999,3,4.3299999,2.3,1,3.5,3,2.5,5,2,1.0999999,3,5,0
163,2014,1,9,1.75,3,3.3299999,5,3.3599999,5.6700001,5,4.5,1,,,,,,,,,
163,2015,1,10,2,3.75,2.6700001,2,2.1999998,5.3299999,3.6700001,4.3000002,1,1.75,4,3,3.3299999,5,3.3599999,5.6700001,5,1
163,2016,1,11,1.75,3,3,0,4,5,3.6700001,5,0,2,4,3.75,2.6700001,2,2.1999998,5.3299999,3.6700001,1
164,2014,1,6,3.25,3.5,3.3299999,1,2.27,4.3299999,3.3299999,3.3,0,,,,,,,,,
164,2015,1,7,2.5,3.25,3.3299999,5,1.1999998,3.6700001,3.6700001,3.5,1,3.25,3,3.5,3.3299999,1,2.27,4.3299999,3.3299999,0
164,2016,1,8,2.75,3.25,4.3299999,0,2.0999999,2.6700001,3.6700001,3,1,2.5,3,3.25,3.3299999,5,1.1999998,3.6700001,3.6700001,1
165,2014,1,1,2.75,2.5,4,1,2.8200002,4.3299999,2.3299999,3.5,0,,,,,,,,,
165,2015,1,2,3,1.75,3.6700001,0,1.5999999,4.6700001,3.3299999,3.0999999,0,2.75,3,2.5,4,1,2.8200002,4.3299999,2.3299999,0
165,2016,1,3,3,2.5,4,8,3.5,4.3299999,4,3.9000001,0,3,3,1.75,3.6700001,0,1.5999999,4.6700001,3.3299999,0
166,2014,1,16,3.5,3.75,4,4,.82000017,4.3299999,3,4.8000002,1,,,,,,,,,
166,2015,1,17,2.75,3.25,4.3299999,6,2.3000002,4,3.6700001,5,1,3.5,4,3.75,4,4,.82000017,4.3299999,3,1
166,2016,1,18,3.5,3.5,3.3299999,3,.30000019,3.6700001,3.3299999,4.5,1,2.75,4,3.25,4.3299999,6,2.3000002,4,3.6700001,1
168,2014,1,5,4.75,4,5,0,.36000013,3,2.6700001,5,1,,,,,,,,,
168,2015,1,6,4,3.25,3.6700001,2,1.5999999,2.6700001,4.5999999,4.5999999,1,4.75,4,4,5,0,.36000013,3,2.6700001,1
168,2016,1,7,3.75,4.25,3.6700001,1,1.3000002,3,4.6700001,2,1,4,4,3.25,3.6700001,2,1.5999999,2.6700001,4.5999999,1
171,2014,1,4,3.75,3.25,4,0,1.0900002,3,2.3299999,2.9000001,0,,,,,,,,,
171,2015,1,5,3,4.25,4.6700001,18,1,2.6700001,2.3299999,3.5999999,0,3.75,2,3.25,4,0,1.0900002,3,2.3299999,0
171,2016,1,6,3,4.75,4.3299999,0,.5999999,3.3299999,2,4.9000001,0,3,3,4.25,4.6700001,18,1,2.6700001,2.3299999,0
172,2014,2,13,3.75,3.75,3.6700001,13,1.6399999,3,4,3.4000001,1,,,,,,,,,
172,2015,2,14,4,3.5,3.6700001,15,1.5999999,4,5,2.5,1,3.75,3,3.75,3.6700001,13,1.6399999,3,4,1
172,2016,2,15,4.25,3.75,4,2,1.3000002,3.3299999,4.6700001,3.3,0,4,2,3.5,3.6700001,15,1.5999999,4,5,1
173,2014,1,2,3.5,4,3.6700001,0,1.1799998,3,2.6700001,4.4000001,0,,,,,,,,,
173,2015,1,3,3.5,4.75,3.6700001,0,2.4000001,3.6700001,5,2.7,1,3.5,4,4,3.6700001,0,1.1799998,3,2.6700001,0
173,2016,1,4,4,4,4,4,.4000001,4,4.3299999,4,1,3.5,2,4.75,3.6700001,0,2.4000001,3.6700001,5,1
174,2014,1,13,3,3.25,4,18,3.0899999,4,3,6,1,,,,,,,,,
174,2015,1,14,3,3,5,0,1.9000001,3,4,4.1999998,0,3,5,3.25,4,18,3.0899999,4,3,1
174,2016,1,15,3.25,2.25,3.6700001,8,3.5,3.3299999,4.3299999,4.5,1,3,4,3,5,0,1.9000001,3,4,0
175,2014,1,4,4.5,4.25,4,5,1.1799998,3,2.3299999,3.5999999,0,,,,,,,,,
175,2015,1,5,3.5,3.75,4,2,1.0999999,3.3299999,3.6700001,2.4000001,1,4.5,3,4.25,4,5,1.1799998,3,2.3299999,0
175,2016,1,6,3,3.25,4.6700001,17,.4000001,3.6700001,4.3299999,2.0999999,1,3.5,2,3.75,4,2,1.0999999,3.3299999,3.6700001,1
176,2014,1,2,2.75,2.75,2.6700001,0,3,4,4,4.1999998,1,,,,,,,,,
176,2015,1,3,3.5,2.5,1.67,0,1.9000001,3.3299999,5,3.0999999,0,2.75,4,2.75,2.6700001,0,3,4,4,1
176,2016,1,4,3,2.75,1,6,3.5,3.6700001,3.3299999,4.3000002,0,3.5,3,2.5,1.67,0,1.9000001,3.3299999,5,0
177,2014,1,21,4.5,4,5,0,1,3,2.6700001,3.0999999,0,,,,,,,,,
177,2015,1,22,5,4,4.3299999,1,1,2.3299999,3,2.3,0,4.5,3,4,5,0,1,3,2.6700001,0
177,2016,1,23,3.25,3.5,3.3299999,2,.30000019,2.6700001,2.6700001,3.9000001,0,5,2,4,4.3299999,1,1,2.3299999,3,0
178,2014,1,23,3.25,4,4,0,1.1799998,3.6700001,3.6700001,3.4000001,0,,,,,,,,,
178,2015,1,24,4.25,4.25,4,0,0,4.3299999,4.3299999,4.4000001,1,3.25,3,4,4,0,1.1799998,3.6700001,3.6700001,0
178,2016,1,25,5,3.25,4,0,2,5,4.6700001,3.4000001,0,4.25,4,4.25,4,0,0,4.3299999,4.3299999,1
180,2014,1,3,2.5,3,3.3299999,0,3,4.3299999,3.3299999,1.5,0,,,,,,,,,
180,2015,1,4,1.75,3.5,3.3299999,4,1.9000001,4.6700001,3.3299999,1.6,0,2.5,1,3,3.3299999,0,3,4.3299999,3.3299999,0
180,2016,1,5,2,3.5,4,25,3.2,3.6700001,2.6700001,3.3,0,1.75,1,3.5,3.3299999,4,1.9000001,4.6700001,3.3299999,0
181,2014,1,3,4,3.75,3.6700001,2,2.3600001,3.6700001,2,4.5,0,,,,,,,,,
181,2015,1,4,4.25,4.25,4.6700001,0,1.1999998,4,3.9400001,3.9000001,0,4,4,3.75,3.6700001,2,2.3600001,3.6700001,2,0
181,2016,1,5,3.75,3.75,3.6700001,0,1.6999998,4.6700001,4.6700001,5.1999998,1,4.25,3,4.25,4.6700001,0,1.1999998,4,3.9400001,0
183,2014,1,9,4,3.5,4,3,1.6399999,3.6700001,3.6700001,4.5,1,,,,,,,,,
183,2015,1,10,4.25,3.5,4,17,1.5999999,4.6700001,4.5999999,3.2,1,4,4,3.5,4,3,1.6399999,3.6700001,3.6700001,1
183,2016,1,11,3.75,4.5,4.6700001,0,.80000019,4,4.3299999,4.0999999,1,4.25,3,3.5,4,17,1.5999999,4.6700001,4.5999999,1
184,2014,2,4,4.25,4.75,5,2,1.5500002,3,3,3.0999999,0,,,,,,,,,
184,2015,2,5,4.75,4,3.3299999,0,.30000019,2,3.3299999,3.8,1,4.25,3,4.75,5,2,1.5500002,3,3,0
184,2016,2,6,3.5,4,3.6700001,6,1.0999999,3.0599999,3.3299999,4.5,1,4.75,3,4,3.3299999,0,.30000019,2,3.3299999,1
185,2014,1,3,3,3.5,3,0,1,4,2.3299999,2.5,1,,,,,,,,,
185,2015,1,4,2.75,3,2.6700001,0,2.4000001,4.6700001,4,2,0,3,2,3.5,3,0,1,4,2.3299999,1
185,2016,1,5,2.5,3,2.6700001,11,.69999981,4.6700001,3.6700001,1.4,1,2.75,2,3,2.6700001,0,2.4000001,4.6700001,4,0
186,2014,2,4,4,4,4.3299999,47,.73000002,3,2,5.0999999,1,,,,,,,,,
186,2015,2,5,3.25,4.5,4.3299999,14,2.0999999,2.6700001,2,3,0,4,5,4,4.3299999,47,.73000002,3,2,1
186,2016,2,6,2.75,3.75,4.3299999,15,1.5999999,3.3299999,2.6700001,3.2,1,3.25,3,4.5,4.3299999,14,2.0999999,2.6700001,2,0
187,2014,1,11,4,4,4,2,2.1799998,5,2.6700001,3.5,0,,,,,,,,,
187,2015,1,12,3,3.5,3.6700001,0,1,6,5,2.5,1,4,3,4,4,2,2.1799998,5,2.6700001,0
187,2016,1,13,3.25,4,3.3299999,6,1.5,5,4.6700001,4.1999998,1,3,2,3.5,3.6700001,0,1,6,5,1
189,2014,1,2,3.75,3,3.6700001,4,1.3600001,3.6700001,2.3299999,4,0,,,,,,,,,
189,2015,1,3,4,3,4,14,.19999981,2.6700001,4.3299999,4.9000001,1,3.75,3,3,3.6700001,4,1.3600001,3.6700001,2.3299999,0
189,2016,1,4,4.75,3.25,4,1,1,2,5,5,1,4,4,3,4,14,.19999981,2.6700001,4.3299999,1
191,2014,1,3,2,2.25,3,1,4.1800003,6,4,4.8000002,1,,,,,,,,,
191,2015,1,4,2.5,2,3,0,3,5,5,3.8,0,2,4,2.25,3,1,4.1800003,6,4,1
191,2016,1,5,2.25,1.25,4,0,4.8000002,5,5,2.3,1,2.5,3,2,3,0,3,5,5,0
193,2014,1,3,2.5,3.25,3.6700001,0,2.27,4.6700001,3.6700001,4.4000001,1,,,,,,,,,
193,2015,1,4,2.75,3.75,3.6700001,9,1.0999999,4.3299999,3.9400001,5,1,2.5,4,3.25,3.6700001,0,2.27,4.6700001,3.6700001,1
193,2016,1,5,2.75,3.5,4.6700001,0,3,4.3299999,3.3299999,4.8000002,1,2.75,4,3.75,3.6700001,9,1.0999999,4.3299999,3.9400001,1
194,2014,2,7,1.75,2.25,2,2,2.73,3.3299999,4,2.4000001,1,,,,,,,,,
194,2015,2,8,2.5,1.75,2,0,1.6999998,2.3299999,5,2.7,0,1.75,2,2.25,2,2,2.73,3.3299999,4,1
